step,return_mean,return_std,foods_mean,foods_std
0,-32.92136572152376,4.042192528741463,23.2,3.5637059362410923
1,-33.86807705014944,3.6984253141057217,25.6,3.4351128074635335
2,-29.547744823247193,4.597088301852057,24.0,3.3166247903553994
3,-36.607572709023955,3.285564650964744,25.6,2.880972058177586
4,-38.68285214006901,2.1992995340517925,27.4,0.8944271909999164
5,-34.39209397137165,3.651915167027642,26.4,2.880972058177586
6,-33.7755923718214,5.292161015032782,25.6,1.5165750888103098
7,-36.97334392219782,3.19791414712548,26.2,3.701351104664349
8,-33.083595576137306,4.195144431073921,25.4,3.7815340802378077
9,-33.41270331442356,2.668112223653208,22.8,0.8366600265340753
10,-32.40801874995232,5.094691457252028,23.2,4.969909455915671
11,-35.82591427117586,3.741087264388094,27.0,4.743416490252569
12,-38.90811479389667,4.310850836368837,27.0,3.3911649915626336
13,-35.594358652830124,4.773109921166178,26.0,3.8078865529319543
14,-37.36546824947,2.8381711178467586,27.4,5.319774431308155
15,-33.27220543920994,3.8536916881234764,25.2,4.43846820423443
16,-37.61998952925205,3.315919444331357,28.0,6.123724356957945
17,-35.08779190927744,4.140261233578152,24.8,3.271085446759225
18,-33.808143043518065,4.006937593069467,24.6,2.3021728866442683
19,-28.25588375553489,3.933274690702192,19.0,1.8708286933869704
20,-34.29281894117594,3.228540771040147,24.2,3.3466401061363023
21,-35.072863100469114,7.347274626346955,24.0,4.847679857416329
22,-31.596343283355235,4.520421882499461,23.4,4.929503017546495
23,-33.17467632964254,5.531856049870479,22.6,2.5099800796022262
24,-37.344418440759185,2.9266454249050695,24.2,3.346640106136302
25,-33.104458157718184,3.130047514395949,22.0,2.8284271247461903
26,-31.46488351598382,2.2262333909294485,24.4,2.5099800796022262
27,-36.69061137735844,4.613150212365289,25.4,4.393176527297759
28,-32.034338095784186,5.403997414729425,24.4,4.9295030175464944
29,-32.82962104231119,2.752746080509658,24.2,1.923538406167135
30,-35.92753082439303,2.878752274562956,22.4,2.8809720581775866
31,-37.42544483542442,2.3938133988040495,24.8,4.764451699828638
32,-27.523973456025125,4.969124185740488,17.8,2.7748873851023212
33,-35.2486694842577,3.493117212330083,24.0,3.6055512754639896
34,-35.93651822730899,4.557864460290256,23.8,3.3466401061363023
35,-34.15467656329274,5.390284749902196,23.8,2.7748873851023217
36,-31.21092046201229,3.818374081871369,22.0,2.738612787525831
37,-33.795621471107005,6.532934214939543,24.2,8.167006795638168
38,-32.76740586310625,4.768235718253487,19.8,4.604345773288535
39,-34.81221303641796,7.650028317034553,23.8,4.868264577855234
40,-38.362940853834154,2.7694473690536263,24.2,5.167204273105526
41,-35.22632636874914,2.1191924756136644,21.2,3.271085446759225
42,-37.48341555595398,2.4909248328872025,27.6,3.209361307176243
43,-32.085874831676485,6.15399477511904,22.2,5.215361924162119
44,-29.440669814497234,6.4807326671891206,22.2,1.9235384061671346
45,-35.881270004808904,2.216134655338896,25.0,5.612486080160912
46,-33.70269655361771,4.927905436822326,22.8,3.96232255123179
47,-31.36759935468435,6.086794945392727,23.8,5.630275304103699
48,-34.74359780102968,5.4746347955224515,25.2,5.357238094391549
49,-37.58614586889744,4.383925172281442,26.8,4.919349550499537
50,-33.974118657410145,5.450050578248268,22.2,4.764451699828638
51,-32.43858567178249,1.9716426671940672,21.6,3.6469165057620936
52,-31.093033837527038,2.3960984960015574,21.4,3.5071355833500366
53,-35.001199915260074,4.127726476427127,22.4,3.5777087639996634
54,-34.85989073365927,5.577614061203679,25.8,6.457553716385177
55,-34.35247269794345,3.9744241527085933,23.4,3.2093613071762426
56,-36.08843060880899,7.096602751127969,27.6,3.7815340802378077
57,-34.712725937366486,5.177629964108519,24.4,6.268971207462992
58,-34.17928324341774,4.297072865613509,23.8,3.7682887362833544
59,-31.683483988046646,3.0070217056464825,21.2,1.3038404810405297
60,-30.947801558673383,7.221194145099391,24.2,6.906518659932803
61,-38.61351468488574,4.332345281294559,27.2,5.805170109479997
62,-34.87684979215264,2.582484098013289,25.4,5.128352561983234
63,-30.706028988957407,6.185200333525515,21.0,2.449489742783178
64,-30.56106915771961,6.525216721064292,24.2,5.263078946776307
65,-40.736205126345155,4.786906025338825,27.0,5.70087712549569
66,-35.035429280996325,2.6518619944140616,24.4,3.9115214431215892
67,-29.588338643312454,3.0244141065507466,23.2,4.08656334834051
68,-34.098556282371284,3.8590646081177837,25.6,4.449719092257399
69,-33.17827788516879,6.776108107597129,25.2,5.403702434442518
