step,return_mean,return_std,foods_mean,foods_std
50,-31.604731485247612,4.392396022583825,21.8,5.540758070878027
100,-19.181817922741175,11.071264722968507,12.8,7.5960516059331775
150,-19.79626788198948,5.83857121710829,13.2,3.5637059362410923
200,-15.030356311798096,2.277862770934982,10.6,3.0495901363953815
250,-15.962533198297024,8.427368373638547,8.0,3.1622776601683795
300,-10.636600974947214,2.4306258486027907,5.8,1.7888543819998317
350,-11.550172100961209,3.6277233938524787,6.2,1.0954451150103321
400,-10.469454863667488,2.148984717520106,5.6,1.5165750888103104
450,-8.487296760827302,4.825239343383759,4.6,1.51657508881031
500,-7.756813263893127,1.7336718621371467,4.8,0.8366600265340756
550,-11.88514545187354,5.672840849581837,5.4,1.9493588689617927
600,-14.506492428481579,9.857457553137602,7.2,4.494441010848846
650,-10.176387885957956,3.720854681931958,4.2,1.6431676725154984
700,-13.2328947506845,6.7912964490412335,4.6,3.286335345030997
750,-11.605016173422337,6.043197681321287,5.6,2.073644135332772
800,-15.391880616545677,6.099440653678726,7.2,1.9235384061671346
850,-16.549227648973464,11.41700449635966,7.4,4.8270073544588685
900,-12.882437213510276,4.365310359708732,6.4,0.547722557505166
950,-11.329351107031107,5.468399713322541,4.8,2.6832815729997477
1000,-12.564799179136752,4.026892379170422,5.2,1.2292725943057186
1050,-8.394367686659098,1.576890523729628,4.4,1.140175425099138
1100,-12.33922287672758,11.267217525202101,6.8,4.024922359499621
1150,-17.572683292627335,12.909844300646556,11.4,13.371611720357423
1200,-9.851638885959982,2.5351455801098504,5.0,1.5811388300841898
1250,-14.747396168112754,6.885346344659225,7.6,3.049590136395381
1300,-14.303271932154894,7.3152021418392525,7.4,2.966479394838265
1350,-10.63400433063507,2.350442327777338,5.8,1.4832396974191324
1400,-9.446620374172927,3.1529480701866404,4.2,2.04939015319192
1450,-11.406740307807922,1.8119499498732246,4.4,1.140175425099138
1500,-9.448813869059085,1.3317694400430196,5.4,1.1401754250991383
1550,-14.726922497153282,5.088966706912427,7.2,1.3038404810405297
1600,-8.643392127752303,4.292256248720797,4.4,1.1401754250991383
1650,-15.090455295145512,4.573284248932307,7.0,1.5811388300841898
1700,-12.608573736250401,4.72805263440836,6.8,2.16794833886788
1750,-13.37404324710369,5.204168182009756,7.0,2.449489742783178
1800,-11.219036738574506,3.0382144132946163,5.0,1.4142135623730951
1850,-13.451120047271251,3.796337592846343,5.6,1.6733200530681511
1900,-12.333341546356678,2.468608036921823,6.4,1.140175425099138
1950,-11.52065321803093,6.134233668390488,6.6,1.9493588689617927
2000,-10.19399669766426,1.9158931112806272,5.8,1.0327955589886442
2050,-14.2272474527359,5.75512379445494,6.2,2.280350850198276
2100,-10.85521295145154,5.794620294441601,5.2,1.3038404810405297
2150,-9.567652390897274,2.248321694530986,5.0,0.7071067811865476
2200,-9.431147989630698,1.712870589781767,4.8,0.8366600265340756
2250,-8.416806070134044,3.527202259557109,6.2,1.7888543819998317
2300,-15.825533922016621,4.420465938130573,6.2,1.0954451150103321
2350,-11.588597635924817,6.172177473695643,6.2,2.4899799195977463
2400,-10.306843349337578,2.583267456643622,4.2,1.3038404810405297
2450,-10.795054844021797,6.059807366867165,5.2,1.6431676725154984
2500,-14.07403148561716,3.6977972386282922,6.2,1.4832396974191324
2550,-9.3253627628088,2.871366212131209,4.6,1.5165750888103102
2600,-8.36394717246294,1.267851731930106,6.0,0.0
2650,-10.559874069690704,1.4374548861166896,5.0,0.7071067811865476
2700,-10.204870294034482,7.104871187781335,8.8,7.52994023880668
2750,-14.97912314683199,10.207467929123299,6.4,3.361547262794322
2800,-14.112760831415653,7.257202043173634,7.6,2.9664793948382653
2850,-10.156456545740365,6.51501265382541,6.2,2.280350850198276
2900,-9.58411187119782,4.097630155747724,5.8,2.280350850198276
2950,-11.985877269506455,1.746657026242556,5.6,2.1908902300206643
3000,-13.130677400529384,3.5526202036047825,6.0,2.3094010767585025
3050,-9.835710069537162,3.0777156497120943,4.6,1.8165902124584952
3100,-9.338446608930827,2.4815349154443567,5.4,0.8944271909999159
3150,-9.28821931630373,0.5378212869438309,5.0,1.2247448713915892
3200,-8.899048092961312,2.3663498787980908,5.8,2.6832815729997477
3250,-8.650139347463845,2.5880527807456257,5.0,1.8708286933869709
3300,-6.3835669659078125,2.82405538902541,4.4,0.8944271909999159
3350,-12.71820508763194,5.893564579427491,7.0,3.24037034920393
3400,-6.585404585301876,2.5484851524804797,5.8,1.3038404810405297
3450,-11.487375617027283,1.5901920825483356,5.6,1.6733200530681511
3500,-6.962382435053587,1.5692984819978901,5.0,1.4142135623730951
3550,-10.108435042202473,3.745627663962539,5.6,1.140175425099138
3600,-12.575134121626615,7.596128206563244,6.0,2.345207879911715
3650,-9.818841511011124,1.2142693162008542,4.4,0.8944271909999159
3700,-7.948869319260121,1.8999612500910141,4.6,0.894427190999916
3750,-6.244663617014885,1.367179566361982,3.6,0.5477225575051661
3800,-10.651356574892997,6.365545170825953,5.8,2.949576240750525
3850,-8.219789101183414,2.8682918924481084,5.2,0.8366600265340756
3900,-10.053472894430161,2.653736467377498,4.2,1.3038404810405297
3950,-8.757044623792172,3.604763658451122,5.4,1.140175425099138
4000,-9.496957127004862,3.3087062562849576,5.2,1.2292725943057183
4050,-12.984167224168777,3.7101877469077684,5.6,1.6733200530681511
4100,-6.9174477748572825,2.1263682693579633,4.2,1.0954451150103324
4150,-8.192840767651797,3.298123041460612,5.6,1.3416407864998738
4200,-12.329400435090065,4.946608906966197,5.4,1.3416407864998738
4250,-10.586720445752144,1.9284771159581056,4.6,0.894427190999916
4300,-10.698368818312883,8.58826856681028,6.4,3.7815340802378077
4350,-9.541162547469138,1.7560551300877505,4.0,0.7071067811865476
4400,-9.072777339816094,1.7727451863872994,5.0,2.1213203435596424
4450,-8.829836168885231,2.47751470785526,5.4,0.894427190999916
4500,-14.638745859265327,17.29481696182963,10.6,11.458621208504974
4550,-15.487846845388413,11.514466581449492,10.2,9.549869109050658
4600,-7.770480543375015,0.926683420908691,3.8,0.8366600265340757
4650,-9.39461827725172,1.5476731317930605,4.6,1.140175425099138
4700,-8.335716086626054,4.014926999760781,4.2,1.6431676725154984
4750,-13.116221433877945,9.187440271013386,8.8,8.555699854482976
4800,-10.690746384859086,4.243282812257704,7.0,5.612486080160911
4850,-8.222093534469604,2.0012604327445263,7.0,2.345207879911715
4900,-18.253516755998135,15.609204724964574,13.0,14.7648230602334
4950,-11.228732624650002,0.8680915669183724,5.2,0.8366600265340756
5000,-16.28395860046148,8.773553098995354,13.2,10.443498775155128
