step,return_mean,return_std,foods_mean,foods_std
0,-29.123038735240698,3.4548079103044165,25.4,4.03732584763727
1,-26.393230936303734,4.242902485772564,22.8,2.6832815729997477
2,-28.766997706890105,4.672652142926946,25.4,2.6076809620810595
3,-28.25330799371004,6.831257771519863,26.0,6.041522986797286
4,-29.432778866589068,2.8907213612480778,26.6,1.8165902124584954
5,-26.856541395187378,5.19645607793059,22.4,4.61519230368573
6,-27.302486568689346,6.3348042103014395,25.6,4.722287581247038
7,-27.966273345053196,6.216157042825415,27.4,5.9413803110051795
8,-30.825939850509165,3.2787064530312926,26.4,4.159326868617085
9,-26.46519431322813,4.146912174824689,23.4,3.1304951684997055
10,-27.727653650939466,3.647570814241688,26.0,3.1622776601683795
11,-25.369387409090997,5.066290656700259,23.0,3.3911649915626336
12,-28.971108400821684,6.631244765561089,25.0,3.3166247903554
13,-27.503660464286803,3.8461903914939892,26.6,2.5099800796022267
14,-30.996783432364463,4.2158765440979815,25.8,2.588435821108957
15,-29.940477959811687,4.466147118914963,26.4,3.361547262794322
16,-32.3394828915596,3.3944922422906516,28.2,2.280350850198276
17,-30.317160092294216,3.5355872304671077,25.2,3.6331804249169894
18,-27.845512275397777,2.7421554808437683,23.8,2.8635642126552705
19,-28.935130612552165,4.832744330896993,25.6,2.408318915758459
20,-27.604328483343124,4.841792385910249,24.0,3.5355339059327378
21,-25.920260877907275,5.728085760290047,25.0,3.937003937005906
22,-28.305804201215505,5.165065996379079,26.0,3.3166247903554
23,-29.267494621872903,2.9585949858807874,26.4,1.8165902124584952
24,-23.960726047307254,1.3130327138770879,21.8,2.16794833886788
25,-31.12644432336092,4.898108057188905,25.0,4.0620192023179795
26,-27.682172748446465,3.081979645038431,21.6,1.9493588689617931
27,-30.463143749535085,3.8334907685011888,26.6,2.302172886644268
28,-27.936888055503367,2.8372349623244535,25.6,3.209361307176242
29,-29.47566469796002,6.144317193404258,26.8,4.604345773288536
30,-30.68529006242752,2.9761843051013868,26.4,3.435112807463534
31,-27.904890079051256,6.159899706793018,24.4,4.098780306383839
