step,return_mean,return_std,foods_mean,foods_std
0,-32.10351337790489,5.406139022206184,24.6,2.701851217221259
1,-32.059072858840224,5.554821749727176,24.2,4.324349662087931
2,-33.660629506409165,4.995119935089827,23.6,4.722287581247038
3,-37.075874076783656,1.793835415254044,26.2,3.114482300479487
4,-32.07674627825618,6.432800041273589,24.6,4.33589667773576
5,-31.714201451838015,5.8816117342769365,24.6,5.683308895353129
6,-32.14117306768894,4.645349548077975,24.6,4.219004621945797
7,-31.57941517084837,4.0559241212418975,24.2,4.764451699828638
8,-33.122346465289596,1.676458875895626,25.2,1.3038404810405297
9,-37.291909551620485,2.690515152703661,26.6,2.190890230020665
10,-27.26458720713854,2.9426835135383165,24.2,3.03315017762062
11,-33.35018812119961,4.448212590906876,25.0,4.743416490252569
12,-38.55705887377262,3.5614462917698444,27.6,2.880972058177587
13,-35.01376469433308,3.988305091332001,26.4,3.781534080237808
14,-32.79226122647524,3.23281264361465,21.8,1.6431676725154984
15,-33.70558825433254,3.2291303944071816,27.6,6.18869937870632
16,-34.76763864904642,1.8114084571689488,25.4,2.701851217221259
17,-35.555711755156516,5.525941741409049,24.0,2.121320343559642
18,-32.562406812608245,4.4298061677586045,22.6,4.159326868617084
19,-35.71829881072044,3.3916579148467925,25.4,3.361547262794322
20,-34.523461467027666,4.825103740166354,24.6,2.9664793948382653
21,-30.30625312179327,7.3759523545286,24.2,5.761944116355173
22,-35.7672866627574,3.512356940680149,26.8,3.1144823004794873
23,-31.466221229732035,3.8407165534143557,22.6,3.646916505762094
24,-33.523008932173255,2.82415162314344,25.4,3.0495901363953815
25,-30.30214684456587,7.275059549883375,23.0,3.391164991562634
26,-33.34378882199526,2.8642381280506113,25.2,1.7888543819998322
27,-28.914831733703615,5.234257118331418,22.2,2.7748873851023212
28,-37.21736239567399,4.122877875866552,28.0,2.449489742783178
29,-33.47408494502306,6.276477672601023,23.2,4.658325879540846
30,-35.66330989450216,6.605295004025255,25.0,2.91547594742265
31,-36.07144973799586,4.148426403965378,25.8,5.403702434442518
32,-30.29601609483361,3.4351554197721272,23.6,2.0736441353327724
33,-33.46543305963278,5.172848360373395,24.8,5.403702434442518
34,-31.119440449774267,4.8533235346144785,25.6,3.361547262794322
35,-28.235521075874566,5.496033074582457,22.8,4.324349662087931
36,-33.407228524982926,4.113786651127498,26.8,2.4899799195977463
37,-34.82732708007097,4.304860093645703,23.6,3.9115214431215892
38,-35.28384023308754,3.7320510116445624,24.2,5.215361924162119
39,-36.65267224907875,3.868729725481427,27.0,5.0990195135927845
40,-35.83167570307851,4.57174844183719,28.2,4.08656334834051
41,-34.283527847379446,4.120686354641743,24.6,2.7928480087537877
42,-34.2010779760778,7.203864801108237,25.6,4.037325847637271
43,-35.82295569032431,4.17916015579528,25.2,2.4899799195977463
44,-37.404511999711396,4.355473036667062,27.6,3.6469165057620936
45,-34.21265538036823,4.615799467224623,24.2,3.4928498393145966
46,-38.33987778872252,4.345273768735153,26.2,3.03315017762062
47,-37.29457389265299,4.997646532054975,25.0,3.5355339059327378
48,-33.68502044528723,6.315417315371289,25.4,5.366563145999495
49,-33.626336640119554,5.202297953757774,23.8,3.7013511046643495
50,-34.020513782650234,2.6342697444145204,25.2,3.6331804249169903
51,-34.130604268610476,7.693825119243893,24.4,4.393176527297759
52,-34.47912306711078,6.874966615650019,24.6,4.61519230368573
53,-32.94005112424493,3.777125049713702,25.4,2.966479394838265
54,-32.11145369261503,4.14989986611669,26.2,3.96232255123179
55,-32.99081212952733,4.206746946109331,25.6,3.209361307176243
56,-30.71315121203661,3.443886248216649,23.0,2.5495097567963922
57,-36.976888394355775,3.691441093812652,26.8,2.7748873851023212
58,-34.119036534428595,5.307075549665195,25.2,3.7013511046643495
59,-32.563844460248944,6.391768388512595,25.4,4.9295030175464944
60,-37.22611045464873,4.621170953602084,25.8,1.9235384061671348
61,-32.423167410492894,3.744460044987357,26.2,1.3038404810405297
62,-33.302594842761756,4.915267924144786,24.6,5.504543577809153
63,-32.255274794995785,6.732331230096767,23.2,4.764451699828639
64,-31.825895808637142,5.554754180968687,24.0,3.7416573867739413
65,-36.97824666276574,3.6221153183746515,27.6,3.646916505762094
66,-33.25554975792765,4.212407092273256,24.6,2.880972058177586
67,-29.90937721207738,2.3924480829699144,23.2,2.5884358211089564
68,-36.679369351267816,3.639567167044157,25.6,1.5165750888103096
69,-32.49678008258343,3.8842692810214965,23.6,2.1908902300206643
70,-34.30619902163744,3.8462769393496026,26.4,2.4083189157584592
71,-28.4849447414279,6.610520305726066,23.4,2.7018512172212596
72,-32.78421783894301,6.696700325404892,22.4,4.878524367060187
73,-34.62936905175447,4.151538804817683,25.8,3.898717737923585
74,-31.284704068303107,9.261857947800907,24.0,4.636809247747852
75,-36.10528912469745,3.7915233057326296,26.6,2.302172886644268
76,-29.07412578240037,5.5986427988032625,23.8,3.7682887362833544
77,-34.72886541634798,2.917454204046428,24.2,2.280350850198276
78,-32.11540389731526,7.390798645933681,24.4,2.408318915758459
79,-29.80364582389593,3.0425393040538458,25.6,2.0736441353327724
80,-32.04954861029982,4.93994130708406,23.8,3.8340579025361627
81,-35.703081695735456,1.729345015639152,26.6,1.949358868961793
82,-34.17842364609241,2.6140735321683586,24.4,2.880972058177586
83,-33.75830143094063,5.232979673735955,25.0,4.795831523312719
84,-31.306133467704058,6.344090883819375,24.0,2.5495097567963922
85,-33.76389597952366,5.880868735360104,24.6,6.542170893518451
86,-30.307187487185,5.509105024180238,22.6,4.449719092257397
87,-31.92651414424181,7.681504751124463,24.4,7.700649323271382
88,-33.56484927907586,2.3321348950889034,26.0,3.9370039370059056
89,-37.08795308545232,2.5596974800501346,25.4,2.3021728866442674
90,-30.93587272167206,5.100156985467591,23.6,3.4351128074635335
91,-31.57781198322773,6.792349902286976,25.4,5.128352561983234
92,-33.730868325382474,0.7840557309232234,25.2,3.271085446759225
93,-33.697838234901425,2.5823622046373043,24.0,1.2247448713915894
94,-36.744650818407536,2.785687126342288,26.6,2.60768096208106
95,-32.956355600059034,9.55104880358303,24.4,6.913754406977443
96,-33.05049895718694,4.585754552813841,25.2,1.3038404810405297
97,-30.302185209095477,4.316317174854285,24.6,3.7815340802378077
98,-30.99864730387926,6.367838415001907,24.4,4.878524367060187
99,-36.052530859410766,3.7814642854737337,25.4,3.6469165057620936
100,-37.09973056688905,3.505949363610913,29.4,3.7815340802378077
101,-35.49232688173652,5.983144841552099,27.2,5.403702434442518
102,-29.26533496230841,7.109245480973455,23.6,2.792848008753788
103,-34.2740067191422,4.513845304231468,22.6,4.335896677735761
104,-32.03548885881901,6.465515440122731,24.6,3.361547262794322
105,-34.840668140351774,4.116858181759271,26.6,3.646916505762094
106,-36.8392480418086,4.448268913656247,28.4,4.827007354458868
107,-35.60389285385609,1.5307534547668755,25.0,2.2360679774997894
108,-30.741113360971212,3.7848446176576047,24.4,2.302172886644268
109,-35.81634311378002,5.516207381840452,26.0,4.79583152331272
110,-29.026846833527088,5.893278513350082,22.2,4.266145801540308
111,-31.581298704445363,4.169881622237402,21.6,2.6076809620810595
112,-35.832398511469364,2.0369649541434303,27.4,2.3021728866442674
113,-32.24127853885293,2.5508668586261956,24.6,3.2093613071762426
114,-35.94593390971422,2.26429375761204,28.2,2.16794833886788
115,-37.892741839587686,4.104675095802794,26.8,3.898717737923586
116,-36.92721382305026,2.019893438062187,27.4,2.880972058177586
117,-34.56113287359476,4.163473278773206,24.6,3.286335345030997
118,-32.69098410308361,4.857777655121179,23.4,2.0736441353327724
119,-30.38337899148464,4.239851975734274,21.6,2.1908902300206643
120,-34.5925658389926,8.00894239589135,24.2,4.8166378315169185
121,-33.72497755363584,4.6080343931146,26.2,4.43846820423443
122,-36.244445611536506,3.873898967071582,26.6,2.3021728866442674
123,-34.93210185393691,2.443307511737845,24.6,3.5071355833500366
124,-36.53160038143396,1.9557134680756108,26.8,1.9235384061671341
125,-37.16071958616376,3.303474758403115,26.2,4.08656334834051
126,-31.451687525957823,3.5505005187429695,24.2,3.03315017762062
127,-33.53117993697524,2.957499891234994,24.6,2.8809720581775866
128,-28.896080341935157,7.396901766632463,22.8,4.764451699828638
129,-32.95102593526244,3.1042162050425173,25.6,3.2863353450309964
130,-30.692005403339863,1.5474094529413898,24.4,1.51657508881031
131,-32.916438372433184,1.981904664039318,26.0,1.8708286933869707
132,-29.93215579390526,4.19157157629487,25.8,2.387467277262665
133,-36.6460502371192,1.9485516000863492,27.2,1.3038404810405297
134,-37.98285920619965,3.153523789260611,28.2,2.949576240750525
135,-32.56392937600613,2.0909745934515276,25.4,3.286335345030996
136,-34.72496553659439,5.86571678913468,27.2,4.764451699828638
137,-30.55250540673733,3.1629978682148785,25.4,3.3615472627943217
138,-37.22784626036882,4.340896426984597,27.0,3.605551275463989
139,-32.76798242405057,5.477716095145604,24.2,1.7888543819998315
140,-34.984622560441494,3.6415575119316475,25.2,1.9235384061671348
141,-31.016575598344208,3.024374203218524,23.0,2.5495097567963922
142,-28.261500304937364,7.897003181672777,21.0,4.743416490252569
143,-36.758736215531826,6.330675161714409,26.2,5.674504383644443
144,-31.11650976538658,6.506590462904022,22.6,4.277849927241488
145,-31.378811229765414,4.985161896860178,24.0,4.636809247747852
146,-28.286002266407014,8.102170479275477,24.2,4.207136793592526
147,-32.91208528801799,4.996464808353513,25.6,3.8470768123342687
148,-33.58372242227197,5.041916372151144,23.8,3.5637059362410923
149,-34.69728411734104,4.698783560376436,24.2,4.658325879540846
150,-35.49508131146431,4.232953083908914,26.4,2.792848008753788
151,-30.016358598321677,6.085431584862483,22.4,4.03732584763727
152,-34.152860063314435,3.4183117623012063,24.8,2.7748873851023212
153,-33.37593459561467,2.814144971836227,25.6,3.1304951684997055
154,-36.158965750038625,4.674617051658195,23.8,4.969909455915671
155,-32.6712712213397,4.346602252003161,26.0,3.8078865529319543
156,-31.847866415977478,4.612019919935241,21.8,3.6331804249169894
157,-38.13980280011892,2.7146790196960207,25.2,3.3466401061363023
158,-33.053237253427504,7.306012490015692,25.0,6.442049363362563
