step,return_mean,return_std,foods_mean,foods_std
0,-34.184738762676716,4.3290602501801505,22.6,3.7815340802378077
1,-38.715308263897896,2.6034739222948224,24.2,1.7888543819998317
2,-37.719834114611146,2.515702397448813,24.8,2.387467277262664
3,-35.92364010661841,1.4969009744042379,24.4,1.6733200530681513
4,-30.309022413194178,3.0796295594639314,22.2,2.588435821108957
5,-39.0455311357975,4.908259767523083,26.6,1.1401754250991376
6,-36.61963186115027,3.6508999177656554,25.8,3.3466401061363023
7,-39.40202619433403,3.0832486343277696,27.6,1.8165902124584952
8,-39.385526640713216,4.1336375885306555,25.6,4.03732584763727
9,-39.822228993475434,5.187531356528957,25.2,3.1144823004794873
10,-33.79905566871166,2.379684498274628,24.4,1.6733200530681507
11,-35.190246948599814,4.046730296461085,25.6,2.6076809620810595
12,-40.30865653604269,4.877310065286535,25.0,3.9370039370059056
13,-35.664070289582014,5.4517770222825845,26.4,1.949358868961793
14,-37.7369921207428,6.953095094774325,25.6,3.7815340802378077
15,-35.671164652705194,2.0442978446500715,24.6,3.2863353450309964
16,-38.01485858857632,3.489012445765678,26.6,2.8809720581775875
17,-39.17648854851723,3.404056875563767,24.8,2.16794833886788
18,-38.794000931084156,5.4129751038310685,25.2,4.658325879540846
19,-38.83580535948276,2.2306144714181,25.4,1.1401754250991378
20,-41.91981512159109,4.156899418315958,25.6,2.880972058177586
21,-31.693466794490813,3.612900932431052,21.8,3.768288736283355
22,-40.63544960618019,4.085568444722631,27.8,2.2803508501982757
23,-33.85785477906465,4.727425182463762,24.0,3.6055512754639896
24,-36.444468981027605,3.941422651120131,25.2,3.1144823004794877
25,-35.07036043405533,6.784001257947837,23.2,3.8340579025361623
26,-37.623508708178996,5.409934885875246,25.0,2.7386127875258306
27,-39.738388718664645,7.063494904675921,24.6,3.2093613071762417
28,-39.29019078463316,4.779108634157362,26.8,4.147288270665544
29,-41.38794995546341,3.3773190324696625,27.8,3.7682887362833544
30,-35.22874737679958,9.386591488095979,23.6,4.33589667773576
31,-39.80133101865649,8.83722122667869,26.2,5.540758070878027
32,-33.68664482831955,2.680680256208122,24.2,2.04939015319192
33,-39.29818608239293,1.7056654694898996,26.8,3.1937438845342623
34,-36.634866677224636,7.550180818793901,24.0,5.830951894845301
35,-36.30836659669876,6.998654160071237,26.0,5.431390245600108
36,-38.67576699405909,6.057532791665078,25.4,4.219004621945797
37,-37.63377828598023,4.612056425858629,24.6,2.701851217221259
38,-40.13435787260532,3.2776214784365774,25.6,3.209361307176242
39,-42.75007976591587,1.055099208631809,26.0,2.121320343559642
40,-34.649793745577334,2.131739914091702,23.2,1.9235384061671348
41,-36.295757342129946,6.474943121750529,23.6,6.465291950097845
42,-37.52198698595166,1.9618036624702138,26.8,2.280350850198276
43,-36.580871504545215,2.3082411393259115,24.8,2.7748873851023212
44,-37.457682041823865,8.794804061631748,24.2,6.942621983083913
45,-39.62780871391296,5.40047956654156,26.2,3.768288736283354
46,-41.13836089372635,1.416035793988197,26.2,1.7888543819998317
47,-39.69726763367653,2.6201755441292804,24.2,2.7748873851023217
48,-37.99604572355747,5.491248976417967,25.4,3.1304951684997055
49,-37.73149859532714,3.242461419248654,25.8,2.5884358211089573
50,-37.630418131500484,4.673681209380718,25.4,4.03732584763727
51,-37.848933790624145,5.041221203563518,24.4,2.880972058177587
52,-37.831574411690234,5.156452832046425,24.4,4.03732584763727
53,-33.3260742276907,3.9155025426068457,23.2,4.086563348340509
54,-35.25053292363882,3.5573688285832685,25.0,2.9154759474226504
55,-34.08367767184973,4.644325521356231,22.8,1.7888543819998317
56,-38.08014983832836,3.3901231714700293,24.8,4.43846820423443
57,-40.23612946122885,2.4801237535940124,26.0,1.8708286933869709
58,-37.431864543259145,2.6015188380930754,25.4,2.701851217221259
59,-35.076998406648634,3.298516001798549,23.0,1.5811388300841898
60,-44.206443229317664,1.366273942986223,27.0,2.345207879911715
61,-33.361128816008566,5.46966396312653,24.0,2.9154759474226504
62,-39.485803592205045,2.1792872178007268,25.2,1.7888543819998315
63,-40.045354154706004,5.7779967217042865,27.6,4.560701700396552
64,-36.80506330691278,2.6105336526712133,24.2,0.8366600265340756
65,-33.6600091189146,2.815086125457627,21.4,2.7018512172212596
66,-37.01278481632471,4.9247706313518345,27.0,4.183300132670378
67,-36.04353108555078,3.43208439251676,26.6,2.7018512172212596
68,-39.971746212244035,3.4325822125125285,23.0,1.5811388300841898
69,-37.19385786801577,4.768788840567882,24.2,4.207136793592526
70,-40.157126028835776,6.493967467830851,27.0,5.196152422706631
71,-35.59394186213613,5.058805089579784,26.0,2.449489742783178
72,-40.19923187717795,2.3744132898200783,24.4,1.6733200530681511
73,-41.02211384028196,5.1063477191706035,28.4,3.911521443121589
74,-37.541094570606944,4.56462795347363,24.4,4.33589667773576
75,-37.54471363276243,2.3066026779729207,25.2,2.588435821108957
76,-37.08528200313449,6.4905849777732545,27.8,4.266145801540309
77,-41.986805136501786,3.2778282623308654,26.6,2.7018512172212588
78,-33.47860656157136,5.9035831624542645,23.4,4.09878030638384
79,-28.59461365491152,9.161301540129209,23.2,5.890670590009257
80,-38.53058795779943,5.942859809259138,24.0,3.1622776601683795
81,-39.3791329652071,4.662589874410712,25.8,4.08656334834051
82,-39.048925411701205,5.918251798377521,25.6,2.9664793948382653
83,-37.15085596740246,2.6739263960683384,24.4,0.547722557505166
84,-36.28199980929494,2.6689935679624317,26.6,2.073644135332772
85,-37.856869420409204,2.407009045760185,25.6,2.073644135332772
86,-32.40427217632532,6.509572035513652,21.4,5.224940191045253
87,-36.710883281379935,5.952861276016984,25.4,4.929503017546495
88,-39.70569495409727,4.492703742150635,26.6,2.9664793948382657
89,-39.88175227493048,3.0400270997424776,27.4,1.5165750888103104
90,-40.40898990780115,7.5454394581102635,27.4,5.727128425310541
91,-40.22990984767675,5.157054236130027,28.0,3.872983346207417
92,-35.27268362641335,2.560860704010286,24.2,1.0954451150103326
93,-37.8639579474926,4.094699336526488,23.6,3.0495901363953815
94,-38.89004885405302,3.928581042763705,23.2,3.1937438845342627
95,-37.30135437846184,6.91520399000866,24.4,5.770615218501403
96,-37.63605943471193,3.9396682290815566,25.2,2.4899799195977463
97,-37.05851827710867,3.7382350708098344,26.2,2.7748873851023212
98,-38.6519636772573,3.2393844388567765,25.8,3.492849839314596
99,-39.96356513053179,6.329434743103798,25.8,3.834057902536163
